pond_id,treatment,period,doy,temp,do_sat,do,ph,chla_rfu,chla,cond,sp_cond,phyco_rfu,phyco,salinity,cyanofluor_chl,tp,tp_flag,srp,srp_flag,tn,tn_flag,nox,nox_flag,nhx,nhx_flag
B,pulsed,BASE,167,22.60763889,104.240625,9.0034375,9.1771875,0.479375,2.1759375,273.54375,286.696875,-0.2190625,-0.2521875,0.14,607.34,27.1,NA,0.1,b,0.22832,NA,0.21877,NA,NA,NA
B,pulsed,BASE,168,23.16666667,115.3608696,9.855652174,10.31630435,0.412391304,1.912173913,273.8130435,283.6956522,-0.149130435,-0.207826087,0.13,789.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,BASE,169,23.54074074,115.7644444,9.822222222,13.34333333,0.387777778,1.814222222,275.8755556,283.78,-0.182666667,-0.229111111,0.13,570.27,NA,NA,0.1,b,0.473505,NA,0.181835,NA,0.00435,NA
B,pulsed,BASE,170,24.09511785,114.7484848,9.638484848,8.774090909,0.475,2.158787879,276.5606061,281.5,-0.160909091,-0.215151515,0.13,640.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,BASE,171,24.69069069,108.1351351,8.981081081,8.87,0.520810811,2.34027027,274.5189189,276.1378378,-0.371891892,-0.350540541,0.13,809.15,29.8,NA,0.1,b,0.160687,NA,0.045202,NA,NA,NA
B,pulsed,BASE,172,24.66666667,90.75789474,7.539473684,9.47,0.424736842,1.962105263,277.7368421,279.4842105,-0.357894737,-0.342631579,0.13,1146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,BASE,173,25.12962963,90.58333333,7.462083333,9.54375,0.347916667,1.655416667,278.0083333,277.3541667,-0.39,-0.365416667,0.13,783.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,BASE,174,24.75420875,67.74242424,5.619393939,8.75,0.44,2.02030303,281.2090909,282.5212121,-0.410909091,-0.376363636,0.13,1525.4,29.2,NA,0.1,b,0.364065,NA,0.223295,NA,NA,NA
B,pulsed,BASE,175,23.12280702,51.12368421,4.371842105,9.26,0.225,1.169210526,267.4078947,277.3684211,-0.408684211,-0.376052632,0.13,592.1,24.4,NA,0.1,b,0.280205,NA,0.086029,NA,NA,NA
B,pulsed,PULSE1,176,23,61.26451613,5.251935484,9.845483871,0.189677419,1.034193548,268.4451613,279.1,-0.396129032,-0.367096774,0.13,606.43,23.85,NA,0.1,b,0.38354,NA,0.14386,NA,0.0053,NA
B,pulsed,PULSE1,177,23.68703704,70.64666667,5.977,11.67,0.209333333,1.111666667,273.17,280.21,-0.414666667,-0.38,0.13,478.87,24.85,NA,0.1,b,0.350015,NA,0.016227,NA,NA,NA
B,pulsed,PULSE1,178,25.16666667,81.91666667,6.742083333,12.87,0.53125,2.37875,278.2208333,277.2708333,-0.430416667,-0.39,0.13,2412.3,27.6,NA,0.1,b,0.30683,NA,0.0947515,NA,NA,NA
B,pulsed,PULSE1,179,25.93103448,77.94482759,6.326896552,15.26,0.541034483,2.420689655,286.4517241,281.4275862,-0.370344828,-0.351724138,0.13,881.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,180,25.72222222,66.09285714,5.383571429,13.87,0.553571429,2.466428571,287.8678571,283.8107143,-0.413571429,-0.378214286,0.13,997.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,181,26.33760684,75.82692308,6.109615385,16.22,0.435384615,2.005,290.4692308,283.1846154,-0.458076923,-0.407307692,0.13,794.14,28.65,NA,0.1,b,0.42055,NA,0.14873,NA,NA,NA
B,pulsed,PULSE1,182,26.80753968,67.92142857,5.426428571,14.68,0.3675,1.736428571,294.1071429,284.2821429,-0.410357143,-0.373571429,0.13,607.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,183,26.2,58.82,4.752285714,16.22657143,0.444285714,2.036285714,299.6057143,292.9114286,-0.299714286,-0.306,0.14,648.27,28.75,NA,0.1,b,0.47403,NA,0.1,b,0.06175,NA
B,pulsed,PULSE1,184,26.49074074,59.26666667,4.761666667,16.22,0.58,2.574444444,304.4722222,296.0444444,-0.328888889,-0.325,0.14,602.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,185,26.94444444,61.58571429,4.907142857,16.2,0.704642857,3.07,305.6964286,294.7,-0.316428571,-0.316071429,0.14,972.87,33.7,NA,0.1,b,0.43287,NA,0.15227,NA,NA,NA
B,pulsed,PULSE1,186,27.08024691,55.59259259,4.41962963,16.2,0.440740741,2.023703704,311.2,299.3,-0.347777778,-0.335185185,0.14,909.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,187,27.80555556,64.88461538,5.093076923,16.18,0.609615385,2.691923077,319.9884615,303.7384615,-0.307307692,-0.309230769,0.14,974.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,188,27.6352657,66.16521739,5.207391304,16.18,0.903043478,3.85173913,323.4521739,307.9347826,-0.199565217,-0.240434783,0.15,727.29,30.6,NA,0.1,b,0.354615,NA,0.0998,NA,NA,NA
B,pulsed,PULSE1,189,28.16540404,61.75227273,4.815909091,16.16886364,0.748181818,3.237045455,329.3318182,310.575,-0.196818182,-0.238636364,0.15,986.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,190,28.18582375,62.7137931,4.889310345,16.16344828,0.679655172,2.969310345,333.8655172,314.7137931,-0.240344828,-0.264827586,0.15,895.78,34.55,NA,0.1,b,0.5467,NA,0.16694,NA,0.0065,NA
B,pulsed,PULSE1,191,27.98148148,62.89259259,4.921851852,16.17,0.890740741,3.793703704,334.237037,316.2518519,-0.202222222,-0.241481481,0.15,1606.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,192,26.20222222,57.3,4.626,16.2248,1.106,4.6464,335.048,327.516,-0.0944,-0.172,0.16,2054.3,35.75,NA,0.05,NA,0.20601,NA,0.17808,NA,NA,NA
B,pulsed,PULSE1,193,27.96581197,85.30769231,6.67,16.17,1.039230769,4.383076923,344.7461538,326.2230769,-0.115384615,-0.185384615,0.15,2934.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,194,26.10526316,63.91842105,5.172631579,16.23,1.465263158,6.067368421,335.9289474,329.0052632,-0.03,-0.129736842,0.16,5497.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,195,26.14251208,72.54782609,5.866086957,16.23,1.1,4.632608696,340.4086957,333.1608696,-0.09173913,-0.17173913,0.16,1755.4,41.65,NA,0.1,b,0.39267,NA,0.222985,NA,NA,NA
B,pulsed,PULSE1,196,25.83333333,76.91875,6.255,16.24,1.735625,7.14125,337.10625,331.90625,-0.03,-0.13,0.16,5567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,197,24.47584541,80.3826087,6.700869565,16.28,1.296521739,5.399565217,314.8956522,318.0391304,-0.072173913,-0.159565217,0.15,5147.2,44.45,NA,0.4,NA,0.2864,NA,0.1137315,NA,0.1,b
B,pulsed,PULSE1,198,24.88222222,76.196,6.3064,16.27,1.8424,7.5572,320.048,320.748,0.0204,-0.0968,0.15,2926.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,199,26.29532164,87.58947368,7.058947368,16.22210526,0.829473684,3.558947368,329.7263158,321.7315789,-0.293157895,-0.300526316,0.15,1367,35,NA,0.1,b,0.236695,NA,0.159885,NA,NA,NA
B,pulsed,PULSE1,200,26.69259259,82.52,6.6065,16.21,1.065,4.4901666669999996,333.4383333,323.015,-0.113,-0.184,0.15,1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,201,28.60444444,93.948,7.2704,16.15,0.8724,3.73,345.492,323.26,-0.1972,-0.2384,0.15,1484.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,202,26.33333333,82.86153846,6.678076923,16.22,0.543461538,2.425384615,337.1692308,328.8307692,-0.285,-0.295384615,0.16,1665.9,32.2,NA,2.3,NA,0.42419,NA,0.150745,NA,NA,NA
B,pulsed,PULSE1,203,25.44444444,76.85,6.291666667,16.25,0.766666667,3.318333333,338.5833333,335.6,-0.255,-0.275833333,0.16,1362.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,204,27.02083333,76.315625,6.0715625,16.20125,1.3146875,5.47625,353.79375,340.6375,-0.090625,-0.17,0.16,964.34,46.5,NA,0.1,b,0.334,NA,0.1080595,NA,0.02385,NA
B,pulsed,PULSE1,205,25.22222222,77.59333333,6.379333333,16.26,0.668666667,2.926,348.0466667,346.6266667,-0.252666667,-0.274,0.16,1335.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,206,25.6547619,74.58571429,6.084285714,16.24,1.067142857,4.502142857,354.4035714,350.0357143,-0.116071429,-0.186785714,0.17,2011.5,45.15,NA,0.1,b,0.635875,NA,0.273235,NA,NA,NA
B,pulsed,PULSE1,207,26.93434343,56.48181818,4.503636364,16.2,0.905454545,3.861818182,364.6545455,351.7181818,0.394545455,0.143636364,0.17,3539.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,208,27.38271605,76.18888889,6.025555556,16.19,1.023333333,4.32,363.6,347.8666667,0.091111111,-0.051111111,0.16,4103.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE1,209,26.27777778,78.37692308,6.320769231,16.22,1.068461538,4.498461538,365.5384615,356.7615385,-0.126923077,-0.193076923,0.17,2287.5,47.5,NA,0.1,b,0.412085,NA,0.222305,NA,NA,NA
B,pulsed,PULSE1,210,25.83333333,79.68461538,6.477692308,16.24,0.727692308,3.153076923,366.4461538,360.7538462,-0.269230769,-0.28,0.17,1599.3,58.15,NA,0.1,b,0.4098,NA,0.0856635,NA,NA,NA
B,pulsed,PULSE2,211,26.41975309,84.62777778,6.808333333,16.22,1.160555556,4.870555556,374.9388889,365.0666667,-0.099444444,-0.176111111,0.17,1450.8,46.05,NA,0.1,b,0.32086,NA,0.1899,NA,0.01645,NA
B,pulsed,PULSE2,212,25.88562092,82.4,6.695882353,16.24,1.300588235,5.414705882,372.4470588,366.3705882,-0.153529412,-0.21,0.17,3694.5,42.45,NA,0.1,b,0.252485,NA,0.202525,NA,NA,NA
B,pulsed,PULSE2,213,25.38888889,79.31923077,6.501153846,16.25,1.091923077,4.595769231,374.3538462,371.5230769,-0.189230769,-0.233846154,0.18,2641.7,33.85,NA,0.1,b,0.28925,NA,0.13374,NA,NA,NA
B,pulsed,PULSE2,214,25.35185185,63.18888889,5.181111111,16.25,1.162777778,4.876111111,374.9,372.3666667,0.091666667,-0.052222222,0.18,3578.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,215,25.69565217,70.3,5.73,16.24,1.252173913,5.231304348,377.9304348,373.0130435,0.017391304,-0.1,0.18,5454.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,216,23.88888889,93.55833333,7.885,16.3,2.153333333,8.785,371.3583333,379.475,0.059166667,-0.0725,0.18,3492.7,51.5,NA,0.1,b,0.71762,NA,0.0131745,NA,NA,NA
B,pulsed,PULSE2,217,22.11111111,94.60714286,8.247857143,16.35,1.879285714,7.707142857,358.6857143,379.6428571,0.015,-0.100714286,0.18,3588.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,218,21.77777778,91.07105263,7.991842105,16.36,1.956578947,8.009210526,357.1552632,380.6842105,0.006842105,-0.108157895,0.18,3112.8,41.7,NA,0.1,b,0.34832,NA,0.21084,NA,0.00895,NA
B,pulsed,PULSE2,219,21.88541667,88.11875,7.71625,16.36,1.450625,6.009375,360.65,383.51875,-0.04875,-0.14375,0.18,2976.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,220,22.44074074,81.26,7.036,16.34,1.789333333,7.346666667,366.76,385.6066667,-0.054666667,-0.147333333,0.18,8700.9,52.15,NA,0.1,b,0.29574,NA,0.12886,NA,NA,NA
B,pulsed,PULSE2,221,24.31388889,79.41,6.636,16.2825,1.226,5.125,379.73,384.74,0.1695,-0.001,0.18,6419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,222,24.77777778,75.34,6.244,16.27,1.135,4.769,381.13,382.74,0.063,-0.069,0.18,3152.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,223,25.27777778,89.08275862,7.315172414,16.25,1.765862069,7.257241379,386.9275862,384.8413793,-0.058275862,-0.149310345,0.18,6110.6,80.95,NA,0.1,b,0.884725,NA,0.1162675,NA,NA,NA
B,pulsed,PULSE2,224,22.27777778,67.3037037,5.847037037,16.35,2.336296296,9.506296296,355.1518519,374.5555556,0.053333333,-0.077037037,0.18,3681.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,225,22.96296296,86.3,7.399166667,16.33,1.791666667,7.358333333,362.1208333,376.7083333,-0.090416667,-0.17,0.18,3127.3,53.95,NA,0.1,b,0.58458,NA,0.23232,NA,0.02325,NA
B,pulsed,PULSE2,226,24.48148148,87.74444444,7.311481481,16.28,1.626296296,6.704814815,379.3592593,383.1037037,0.084074074,-0.057037037,0.18,2925.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,227,24.66666667,90.88888889,7.550740741,16.27,1.285925926,5.35962963,379.5555556,382.0407407,-0.132222222,-0.2,0.18,2102.8,40.9,NA,0.1,b,0.469405,NA,0.251805,NA,NA,NA
B,pulsed,PULSE2,228,24.70740741,92.19333333,7.651333333,16.27,0.755333333,3.270666667,383.8066667,385.9533333,-0.222,-0.254666667,0.18,3231.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,229,24.12433862,72.46190476,6.082857143,16.29,1.586666667,6.552380952,379.4857143,386.0047619,0.211904762,0.026666667,0.18,6752.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,230,23.76587302,63.96428571,5.403928571,16.3,0.904285714,3.856785714,380.9714286,390.2571429,-0.183214286,-0.23,0.19,3035.8,36,NA,0.1,b,0.469455,NA,0.12402,NA,NA,NA
B,pulsed,PULSE2,231,22.94032922,77.58518519,6.656296296,16.33,0.714074074,3.10037037,376.8925926,392.3888889,-0.241111111,-0.267407407,0.19,2953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,232,24.22008547,86.42692308,7.236923077,16.28653846,4.902307692,4.819887129,393.6076923,399.5615385,0.270384615,0.063461538,0.19,2165.7,31,NA,0.1,b,0.4367,NA,0.2216,NA,0.0064,NA
B,pulsed,PULSE2,233,22.85042735,79.62692308,6.842692308,16.33,1.224230769,5.119615385,383.1653846,399.5923077,-0.134615385,-0.2,0.19,2865.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,234,23.26328502,74.0826087,6.314782609,16.31695652,0.677826087,2.960869565,389.7086957,403.0521739,-0.304782609,-0.309130435,0.19,2808.3,32.4,NA,0.1,b,0.42865,NA,0.137365,NA,NA,NA
B,pulsed,PULSE2,235,23.69230769,75.5,6.388461538,16.3,1.163076923,4.878461538,391.9692308,401.9923077,0.428461538,0.166153846,0.19,6270.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,236,23.31642512,56.95652174,4.850869565,16.31478261,0.78,3.36173913,389.9086957,402.8173913,-0.22,-0.253043478,0.19,8231.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,237,24.32375479,80.9862069,6.770689655,16.28,0.923448276,3.933448276,398.8827586,404.1931034,-0.244137931,-0.268275862,0.19,1476.5,36.1,NA,0.1,b,0.504275,NA,0.033242,NA,NA,NA
B,pulsed,PULSE2,238,24.72222222,81.975,6.8021875,16.27,0.8740625,3.7384375,404.70625,406.83125,-0.2234375,-0.2559375,0.19,4246.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,pulsed,PULSE2,239,24.77327327,78.87837838,6.538918919,16.27,0.60972973,2.688378378,406.9513514,408.7486486,-0.282432432,-0.295405405,0.197567568,1654.5,27.85,NA,0.1,b,0.565085,NA,0.090522,NA,0.008,NA
B,pulsed,PULSE2,240,25.14327485,81.11315789,6.677631579,16.26,0.895526316,3.824736842,415.5394737,414.4289474,-0.173684211,-0.223157895,0.2,2449.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,142,17,125.9230769,12.15769231,8.9,0.443846154,1.560769231,265.2461538,313.0307692,-0.19,0.126153846,0.15,950.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,143,16.66666667,113.3888889,11.02222222,9.19,0.422222222,1.482222222,270.3111111,321.4444444,0.166666667,0.331111111,0.15,619.73,20,NA,0.1,b,0.25064,NA,0.23145,NA,NA,NA
C,pulsed,BASE,144,17.97530864,130.5111111,12.34888889,9.57,0.447222222,1.571666667,274.9888889,317.5944444,-0.092222222,0.182777778,0.15,912.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,145,18.77777778,146.0478261,13.59913043,9.27,0.453043478,1.59826087,274.3,311.3478261,-0.180869565,0.13,0.15,873.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,146,21.59150327,133.7647059,11.77,8.91,0.427058824,1.967647059,287.4176471,307.4117647,-0.205294118,-0.244705882,0.15,1020.5,23.3,NA,0.1,b,0.474225,NA,0.100478,NA,NA,NA
C,pulsed,BASE,147,21.72222222,127.0125,11.15625,9.216875,1.03,4.34125,271.775,289.91875,-0.051875,-0.145,0.14,844.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,148,22.16666667,131.415,11.448,8.79,0.787,3.391,271.02,286.6,-0.082,-0.1625,0.14,1288,43.55,NA,0.1,b,0.2591,NA,0.152615,NA,0.0112,NA
C,pulsed,BASE,149,22.83333333,139.05,11.95340909,8.78,0.773409091,3.338863636,266.5886364,277.9931818,-0.053181818,-0.147045455,0.13,1281.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,150,21.63168724,149.162963,13.12814815,8.903333333,0.325555556,1.569259259,257.062963,274.737037,-0.111481481,-0.181481481,0.13,477.85,16.7,NA,0.1,b,0.19649,NA,0.134935,NA,NA,NA
C,pulsed,BASE,151,22.65226337,167.5259259,14.45888889,8.95,0.265185185,1.327777778,259.6296296,271.8851852,-0.111481481,-0.182592593,0.13,379.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,152,22.27777778,168.6848485,14.65636364,9.06,0.212121212,1.116363636,254.1666667,267.9969697,-0.273333333,-0.287575758,0.13,410.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,153,21.78968254,155.6285714,13.65142857,9.26,0.278571429,1.381428571,251.4214286,267.8142857,-0.079285714,-0.162142857,0.13,416.91,39.05,NA,0.1,b,0.152535,NA,0.0750075,NA,NA,NA
C,pulsed,BASE,154,23.38541667,157.634375,13.41375,8.84,0.1378125,0.829375,258.496875,266.6625,-0.2034375,-0.2428125,0.13,439.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,155,25.5,147.4416667,12.065,9.27,0.13,0.8075,268.75,266.2,-0.2275,-0.258333333,0.13,380.76,25.2,NA,0.1,b,0.29844,NA,0.0708495,NA,0.0572,NA
C,pulsed,BASE,156,26.625,155.025,12.428125,8.99,0.1446875,0.8546875,273.59375,265.384375,-0.21375,-0.249375,0.12,287.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,157,27.67037037,154.09,12.12333333,9.631666667,0.156666667,0.897666667,278.4033333,264.9166667,-0.251,-0.273666667,0.12,264.67,22.05,NA,0.1,b,0.32722,NA,0.0582105,NA,NA,NA
C,pulsed,BASE,158,27.22222222,154.7086957,12.27086957,9.19,0.147826087,0.864347826,274.1391304,262.9521739,-0.340434783,-0.330869565,0.12,406.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,159,26.60222222,157.384,12.6244,9.39,0.1924,1.0416,271.296,263.284,-0.274,-0.2888,0.12,570.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,160,27.09656085,144.6214286,11.49666667,9.48,0.322142857,1.55547619,276.6309524,265.9928571,-0.168809524,-0.220714286,0.128809524,382.69,23.3,NA,0.1,b,0.1975105,NA,0.1706055,NA,NA,NA
C,pulsed,BASE,161,26.6962963,138.2933333,11.07333333,9.324,0.307111111,1.495777778,271.0911111,262.5733333,-0.291555556,-0.299111111,0.12,668.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,162,23.47037037,93.70222222,7.961333333,9.06,0.431333333,1.989111111,247.3888889,254.8111111,-0.231555556,-0.261111111,0.12,1649.7,27.7,NA,0.1,b,0.29849,NA,0.04905,NA,0.0384,NA
C,pulsed,BASE,163,22.47901235,105.9933333,9.176666667,9.18,0.255555556,1.293111111,246.7222222,259.2066667,-0.300444444,-0.304666667,0.12,408.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,164,23.28935185,135.1083333,11.51777778,10.39916667,0.35625,1.688333333,254.9083333,263.4861111,-0.133333333,-0.196805556,0.12,705.45,25.15,NA,0.1,b,0.505695,NA,0.026950000000000002,NA,NA,NA
C,pulsed,BASE,165,24.38888889,158.1970588,13.21176471,9.46,0.462352941,2.111764706,261.1058824,264.1794118,-0.328235294,-0.322647059,0.122352941,1106.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,166,23.5,150.203125,12.7509375,9.3,0.295,1.448125,258.6,266.125,-0.2965625,-0.3021875,0.13,751.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,167,23.01984127,139.7142857,11.97196429,9.57,0.410535714,1.903035714,256.6428571,266.7053571,-0.159107143,-0.21375,0.13,748.21,23.55,NA,0.1,b,0.17398,NA,0.133875,NA,NA,NA
C,pulsed,BASE,168,23.80555556,144.0316667,12.15966667,11.44066667,0.381333333,1.787333333,261.2166667,267.3016667,-0.176166667,-0.224333333,0.13,606.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,169,24.27083333,148.22,12.40625,13.3915,0.30925,1.507,267.01,270.765,-0.33025,-0.32475,0.13,638.73,NA,NA,0.1,b,0.48582,NA,0.06975,NA,9.5e-4,NA
C,pulsed,BASE,170,24.84938272,145.0422222,12.00866667,9.14,0.321777778,1.553111111,266.7511111,267.4688889,-0.242888889,-0.265555556,0.13,457.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,171,25.33333333,136.28,11.1835,9.22,0.181,0.9945,267.74,265.975,-0.437,-0.393,0.13,524.57,20.3,NA,0.1,b,0.157955,NA,0.1,b,NA,NA
C,pulsed,BASE,172,25.16666667,126.4478261,10.40913043,9.79,0.200434783,1.077391304,268.3478261,267.4086957,-0.450434783,-0.401304348,0.13,714.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,173,25.77777778,128.4777778,10.46,9.92,0.261111111,1.316666667,267.8333333,263.9111111,-0.387777778,-0.363333333,0.12,740.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,BASE,174,24.9348659,113.4206897,9.380344828,9.04,0.207241379,1.09862069,254.9,255.237931,-0.463448276,-0.41,0.12,811.99,26.9,NA,0.1,b,0.24622,NA,0.238355,NA,NA,NA
C,pulsed,BASE,175,23.6712963,85.6,7.244166667,9.59,0.08,0.595833333,247.3333333,253.7,-0.455833333,-0.408333333,0.12,432.15,21.3,NA,0.1,b,0.240485,NA,0.1,NA,NA,NA
C,pulsed,PULSE1,176,23.59090909,109.9272727,9.318484848,10.29,0.113333333,0.730909091,247.1909091,254.0333333,-0.429090909,-0.389090909,0.12,441.7,61.9,NA,0.1,b,0.35315,NA,0.120063,NA,0.00325,NA
C,pulsed,PULSE1,177,24.44328704,130.775,10.90875,12.5475,0.103958333,0.691666667,253.91875,256.6458333,-0.370833333,-0.350416667,0.12,301.74,19.15,NA,0.1,b,0.410105,NA,0.1259,NA,NA,NA
C,pulsed,PULSE1,178,26,133.4555556,10.82111111,13.06,0.22,1.153333333,265.4222222,260.4333333,-0.308888889,-0.311111111,0.12,722.52,24.2,NA,0.1,b,0.189075,NA,0.1098595,NA,NA,NA
C,pulsed,PULSE1,179,26.9702381,144.1,11.48035714,14.67178571,0.169285714,0.9475,271.7678571,261.8892857,-0.435,-0.390357143,0.12,512.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,180,26.68209877,119.9861111,9.612222222,14.03333333,0.164722222,0.933333333,265.3416667,257.0888889,-0.435,-0.391666667,0.12,543.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,181,27.2952381,124.72,9.879714286,16.19,0.087714286,0.630285714,271.7771429,260.3428571,-0.519714286,-0.448571429,0.12,450.33,22.65,NA,0.1,b,0.25665,NA,0.07615,NA,NA,NA
C,pulsed,PULSE1,182,27.88888889,117.453125,9.2078125,15.908125,0.135625,0.820625,271.884375,257.7125,-0.489375,-0.425625,0.12,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,183,26.99814815,105.48,8.399666667,16.2,0.124333333,0.771666667,265.34,255.57,-0.467666667,-0.411666667,0.12,486.48,19.8,NA,0.1,b,0.356625,NA,0.039622,NA,0.002,NA
C,pulsed,PULSE1,184,27.05555556,109.7333333,8.73,16.2,0.116666667,0.743333333,267.9222222,257.7888889,-0.472222222,-0.42,0.12,474.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,185,28.25308642,122.0611111,9.503888889,16.16,0.16166666699999999,0.923888889,275.4,259.2444444,-0.427222222,-0.388333333,0.12,534.02,26.55,NA,0.1,b,0.48231,NA,0.15586,NA,NA,NA
C,pulsed,PULSE1,186,28.56989247,111.3322581,8.622580645,16.15,0.15483871,0.897741935,277.8419355,260.1290323,-0.392580645,-0.365483871,0.12,561.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,187,29.33555556,110.096,8.4116,16.13,0.132,0.8036,284.5,262.72,-0.4368,-0.3928,0.12,553.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,188,28.92361111,110.7,8.519583333,16.14,0.307083333,1.497916667,279.45,259.9875,-0.366666667,-0.34875,0.12,418.84,42.1,NA,0.1,b,0.2453,NA,0.23831,NA,NA,NA
C,pulsed,PULSE1,189,29.68194444,107.08,8.13325,16.12,0.30325,1.48225,285.5875,262.1375,-0.41725,-0.38,0.12,692.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,pulsed,PULSE1,190,29.35683761,93.25384615,7.122307692,16.13,0.425,1.962307692,286.2038462,264.1884615,-0.349230769,-0.336923077,0.12,594.04,31.15,NA,0.1,b,0.672785,NA,0.12295,NA,0.00725,NA
